,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU12_r,clip_id,label,source_id,appraisal
16477,0.0,0.07,0.49,0.0,1.69,3.47,0.17,0.92,Pol2_S81,1,Pol2,Judgement
16478,0.0,0.09,0.68,0.0,1.76,3.61,0.05,0.87,Pol2_S81,1,Pol2,Judgement
16479,0.0,0.02,0.8,0.0,1.86,3.71,0.06,0.86,Pol2_S81,1,Pol2,Judgement
16480,0.0,0.02,0.84,0.0,1.84,4.05,0.06,0.83,Pol2_S81,1,Pol2,Judgement
16481,0.0,0.0,0.83,0.0,1.79,4.2,0.06,0.84,Pol2_S81,1,Pol2,Judgement
16482,0.0,0.0,0.77,0.0,1.63,4.35,0.0,0.69,Pol2_S81,1,Pol2,Judgement
16483,0.0,0.0,0.54,0.0,1.46,4.15,0.0,0.46,Pol2_S81,1,Pol2,Judgement
16484,0.0,0.0,0.43,0.0,1.26,3.83,0.0,0.31,Pol2_S81,1,Pol2,Judgement
16485,0.0,0.0,0.44,0.0,1.12,3.61,0.0,0.17,Pol2_S81,1,Pol2,Judgement
16486,0.0,0.0,0.59,0.0,0.99,3.52,0.0,0.08,Pol2_S81,1,Pol2,Judgement
16487,0.0,0.0,0.74,0.0,0.94,3.4,0.04,0.0,Pol2_S81,1,Pol2,Judgement
16488,0.0,0.0,0.79,0.0,1.1,3.22,0.12,0.09,Pol2_S81,1,Pol2,Judgement
16489,0.0,0.0,0.7,0.0,1.26,3.11,0.2,0.25,Pol2_S81,1,Pol2,Judgement
16490,0.0,0.0,0.6,0.0,1.34,3.13,0.3,0.44,Pol2_S81,1,Pol2,Judgement
16491,0.0,0.0,0.33,0.0,1.28,3.04,0.3,0.51,Pol2_S81,1,Pol2,Judgement
16492,0.0,0.0,0.19,0.0,1.18,2.99,0.24,0.5,Pol2_S81,1,Pol2,Judgement
16493,0.0,0.0,0.04,0.0,1.16,2.96,0.15,0.34,Pol2_S81,1,Pol2,Judgement
16494,0.03,0.0,0.13,0.0,1.07,3.2,0.09,0.3,Pol2_S81,1,Pol2,Judgement
16495,0.03,0.04,0.33,0.0,1.05,3.44,0.09,0.19,Pol2_S81,1,Pol2,Judgement
16496,0.03,0.04,0.57,0.0,1.11,3.57,0.04,0.17,Pol2_S81,1,Pol2,Judgement
16497,0.0,0.04,0.75,0.0,1.2,3.44,0.02,0.08,Pol2_S81,1,Pol2,Judgement
16498,0.0,0.0,0.8,0.0,1.25,3.22,0.0,0.08,Pol2_S81,1,Pol2,Judgement
16499,0.0,0.0,0.73,0.0,1.27,3.11,0.0,0.11,Pol2_S81,1,Pol2,Judgement
16500,0.0,0.0,0.69,0.0,1.3,3.01,0.0,0.19,Pol2_S81,1,Pol2,Judgement
16501,0.01,0.0,0.67,0.0,1.41,3.01,0.0,0.32,Pol2_S81,1,Pol2,Judgement
16502,0.02,0.0,0.62,0.0,1.43,3.11,0.0,0.39,Pol2_S81,1,Pol2,Judgement
16503,0.02,0.0,0.5,0.0,1.42,3.14,0.0,0.43,Pol2_S81,1,Pol2,Judgement
16504,0.01,0.0,0.42,0.0,1.37,3.12,0.0,0.42,Pol2_S81,1,Pol2,Judgement
16505,0.0,0.0,0.36,0.0,1.35,2.98,0.0,0.44,Pol2_S81,1,Pol2,Judgement
16506,0.0,0.0,0.41,0.0,1.37,2.86,0.0,0.4,Pol2_S81,1,Pol2,Judgement
16507,0.0,0.0,0.42,0.0,1.31,2.77,0.0,0.35,Pol2_S81,1,Pol2,Judgement
16508,0.0,0.0,0.43,0.0,1.22,2.72,0.0,0.33,Pol2_S81,1,Pol2,Judgement
16509,0.0,0.0,0.41,0.0,1.16,2.76,0.0,0.33,Pol2_S81,1,Pol2,Judgement
16510,0.0,0.0,0.43,0.0,1.19,2.7,0.0,0.31,Pol2_S81,1,Pol2,Judgement
16511,0.0,0.0,0.47,0.0,1.23,2.85,0.0,0.25,Pol2_S81,1,Pol2,Judgement
16512,0.0,0.0,0.48,0.0,1.24,2.83,0.0,0.27,Pol2_S81,1,Pol2,Judgement
16513,0.0,0.0,0.51,0.0,1.33,3.06,0.0,0.34,Pol2_S81,1,Pol2,Judgement
16514,0.0,0.0,0.42,0.09,1.4,3.09,0.0,0.47,Pol2_S81,1,Pol2,Judgement
16515,0.01,0.0,0.37,0.09,1.56,3.27,0.0,0.62,Pol2_S81,1,Pol2,Judgement
16516,0.03,0.0,0.29,0.12,1.64,3.42,0.0,0.74,Pol2_S81,1,Pol2,Judgement
16517,0.03,0.0,0.35,0.02,1.71,3.5,0.0,0.8,Pol2_S81,1,Pol2,Judgement
16518,0.02,0.0,0.32,0.02,1.67,3.41,0.0,0.82,Pol2_S81,1,Pol2,Judgement
16519,0.01,0.0,0.39,0.0,1.55,3.23,0.0,0.8,Pol2_S81,1,Pol2,Judgement
16520,0.11,0.0,0.36,0.0,1.6,3.02,0.05,0.84,Pol2_S81,1,Pol2,Judgement
16521,0.14,0.0,0.47,0.0,1.59,2.92,0.05,0.82,Pol2_S81,1,Pol2,Judgement
16522,0.12,0.0,0.43,0.0,1.67,2.79,0.05,0.85,Pol2_S81,1,Pol2,Judgement
16523,0.02,0.0,0.53,0.0,1.6,2.83,0.03,0.8,Pol2_S81,1,Pol2,Judgement
16524,0.0,0.0,0.6,0.06,1.64,2.92,0.03,0.8,Pol2_S81,1,Pol2,Judgement
16525,0.0,0.0,0.66,0.2,1.75,2.89,0.03,0.81,Pol2_S81,1,Pol2,Judgement
16526,0.0,0.0,0.6,0.26,1.84,2.71,0.0,0.89,Pol2_S81,1,Pol2,Judgement
16527,0.0,0.0,0.42,0.42,1.97,2.65,0.05,1.03,Pol2_S81,1,Pol2,Judgement
16528,0.0,0.0,0.29,0.48,1.98,2.63,0.11,1.13,Pol2_S81,1,Pol2,Judgement
16529,0.03,0.0,0.15,0.41,2.06,2.92,0.11,1.34,Pol2_S81,1,Pol2,Judgement
16530,0.03,0.0,0.08,0.2,2.11,2.95,0.06,1.52,Pol2_S81,1,Pol2,Judgement
16531,0.12,0.0,0.0,0.01,2.13,2.99,0.0,1.64,Pol2_S81,1,Pol2,Judgement
16532,0.22,0.0,0.0,0.15,1.92,2.83,0.0,1.38,Pol2_S81,1,Pol2,Judgement
16533,0.37,0.04,0.0,0.19,1.61,2.81,0.0,0.93,Pol2_S81,1,Pol2,Judgement
16534,0.43,0.07,0.0,0.23,1.36,2.95,0.0,0.57,Pol2_S81,1,Pol2,Judgement
16535,0.52,0.11,0.01,0.09,1.28,2.97,0.0,0.39,Pol2_S81,1,Pol2,Judgement
16536,0.73,0.08,0.06,0.05,1.28,3.04,0.0,0.33,Pol2_S81,1,Pol2,Judgement
16537,0.69,0.05,0.11,0.0,1.28,3.07,0.0,0.25,Pol2_S81,1,Pol2,Judgement
16538,0.57,0.0,0.19,0.0,1.36,2.99,0.0,0.27,Pol2_S81,1,Pol2,Judgement
16539,0.3,0.0,0.3,0.0,1.5,2.79,0.0,0.36,Pol2_S81,1,Pol2,Judgement
16540,0.26,0.0,0.41,0.0,1.58,2.59,0.01,0.43,Pol2_S81,1,Pol2,Judgement
16541,0.21,0.0,0.34,0.0,1.64,2.52,0.01,0.49,Pol2_S81,1,Pol2,Judgement
16542,0.31,0.0,0.28,0.0,1.55,2.73,0.01,0.46,Pol2_S81,1,Pol2,Judgement
16543,0.59,0.14,0.3,0.0,1.49,2.85,0.0,0.43,Pol2_S81,1,Pol2,Judgement
16544,0.8,0.35,0.41,0.0,1.46,3.02,0.0,0.33,Pol2_S81,1,Pol2,Judgement
16545,0.85,0.58,0.42,0.0,1.53,2.92,0.0,0.28,Pol2_S81,1,Pol2,Judgement
16546,0.79,0.69,0.33,0.0,1.57,2.79,0.0,0.24,Pol2_S81,1,Pol2,Judgement
16547,0.79,0.73,0.24,0.0,1.45,2.54,0.0,0.24,Pol2_S81,1,Pol2,Judgement
16548,0.72,0.74,0.14,0.0,1.39,2.26,0.0,0.28,Pol2_S81,1,Pol2,Judgement
16549,0.46,0.67,0.05,0.07,1.38,2.09,0.0,0.33,Pol2_S81,1,Pol2,Judgement
16550,0.25,0.68,0.01,0.07,1.47,2.14,0.0,0.34,Pol2_S81,1,Pol2,Judgement
16551,0.13,0.52,0.0,0.07,1.5,2.36,0.0,0.33,Pol2_S81,1,Pol2,Judgement
16552,0.15,0.45,0.0,0.0,1.52,2.51,0.0,0.35,Pol2_S81,1,Pol2,Judgement
16553,0.17,0.25,0.0,0.02,1.52,2.57,0.0,0.39,Pol2_S81,1,Pol2,Judgement
16554,0.27,0.17,0.0,0.09,1.43,2.55,0.0,0.38,Pol2_S81,1,Pol2,Judgement
16555,0.35,0.17,0.0,0.09,1.31,2.35,0.0,0.3,Pol2_S81,1,Pol2,Judgement
16556,0.48,0.37,0.0,0.16,1.24,2.37,0.0,0.18,Pol2_S81,1,Pol2,Judgement
16557,0.54,0.55,0.0,0.22,1.22,2.45,0.0,0.11,Pol2_S81,1,Pol2,Judgement
16558,0.51,0.65,0.0,0.3,1.22,2.62,0.0,0.05,Pol2_S81,1,Pol2,Judgement
16559,0.44,0.53,0.0,0.25,1.22,2.73,0.0,0.03,Pol2_S81,1,Pol2,Judgement
16560,0.41,0.47,0.0,0.21,1.24,2.86,0.0,0.02,Pol2_S81,1,Pol2,Judgement
16561,0.54,0.45,0.04,0.13,1.28,2.89,0.0,0.02,Pol2_S81,1,Pol2,Judgement
16562,0.61,0.57,0.04,0.08,1.3,2.9,0.0,0.07,Pol2_S81,1,Pol2,Judgement
16563,0.6,0.53,0.04,0.0,1.27,2.9,0.0,0.07,Pol2_S81,1,Pol2,Judgement
16564,0.71,0.54,0.0,0.0,1.22,3.11,0.0,0.09,Pol2_S81,1,Pol2,Judgement
16565,0.75,0.47,0.0,0.0,1.17,3.12,0.0,0.06,Pol2_S81,1,Pol2,Judgement
16566,0.78,0.45,0.0,0.0,1.2,3.09,0.0,0.04,Pol2_S81,1,Pol2,Judgement
16567,0.61,0.38,0.04,0.0,1.19,3.08,0.0,0.02,Pol2_S81,1,Pol2,Judgement
16568,0.55,0.19,0.05,0.0,1.17,3.17,0.0,0.04,Pol2_S81,1,Pol2,Judgement
16569,0.43,0.12,0.05,0.0,1.16,3.13,0.0,0.09,Pol2_S81,1,Pol2,Judgement
16570,0.32,0.03,0.01,0.01,1.19,3.02,0.0,0.16,Pol2_S81,1,Pol2,Judgement
16571,0.24,0.15,0.06,0.01,1.25,3.04,0.0,0.26,Pol2_S81,1,Pol2,Judgement
16572,0.22,0.22,0.06,0.03,1.28,3.12,0.0,0.35,Pol2_S81,1,Pol2,Judgement
16573,0.15,0.19,0.08,0.03,1.26,3.04,0.0,0.39,Pol2_S81,1,Pol2,Judgement
16574,0.21,0.07,0.07,0.03,1.01,2.68,0.0,0.43,Pol2_S81,1,Pol2,Judgement
16575,0.17,0.0,0.07,0.0,0.58,1.65,0.0,0.28,Pol2_S81,1,Pol2,Judgement
16578,0.0,0.0,1.49,0.0,0.47,2.18,0.0,0.18,Pol2_S9,0,Pol2,
16579,0.0,0.0,1.51,0.24,0.37,2.13,0.0,0.08,Pol2_S9,0,Pol2,
16580,0.04,0.0,1.6,0.41,0.27,1.93,0.0,0.02,Pol2_S9,0,Pol2,
16581,0.11,0.0,1.72,0.41,0.21,1.77,0.0,0.0,Pol2_S9,0,Pol2,
16582,0.19,0.0,1.72,0.16,0.24,1.66,0.0,0.0,Pol2_S9,0,Pol2,
16583,0.18,0.0,1.7,0.0,0.35,1.77,0.0,0.0,Pol2_S9,0,Pol2,
16584,0.13,0.0,1.63,0.0,0.46,1.96,0.0,0.0,Pol2_S9,0,Pol2,
16585,0.04,0.0,1.71,0.0,0.55,2.06,0.0,0.0,Pol2_S9,0,Pol2,
16586,0.02,0.0,1.79,0.0,0.51,2.25,0.0,0.0,Pol2_S9,0,Pol2,
16587,0.0,0.0,1.98,0.0,0.46,2.45,0.0,0.0,Pol2_S9,0,Pol2,
16588,0.0,0.0,2.06,0.0,0.4,2.67,0.0,0.0,Pol2_S9,0,Pol2,
16589,0.0,0.0,2.1,0.01,0.49,2.66,0.02,0.0,Pol2_S9,0,Pol2,
16590,0.0,0.0,2.12,0.01,0.6,2.48,0.08,0.0,Pol2_S9,0,Pol2,
16591,0.0,0.0,2.09,0.01,0.82,2.41,0.28,0.0,Pol2_S9,0,Pol2,
16592,0.0,0.0,2.08,0.0,1.01,2.36,0.4,0.03,Pol2_S9,0,Pol2,
16593,0.0,0.0,1.9,0.0,1.07,2.42,0.36,0.06,Pol2_S9,0,Pol2,
16594,0.0,0.0,1.72,0.0,1.06,2.47,0.16,0.06,Pol2_S9,0,Pol2,
16595,0.0,0.0,1.47,0.0,1.02,2.51,0.01,0.15,Pol2_S9,0,Pol2,
16596,0.0,0.0,1.4,0.0,1.0,2.3,0.0,0.28,Pol2_S9,0,Pol2,
16597,0.0,0.0,1.31,0.11,0.94,2.1,0.01,0.29,Pol2_S9,0,Pol2,
16598,0.13,0.0,1.27,0.18,0.73,1.77,0.01,0.19,Pol2_S9,0,Pol2,
16599,0.32,0.05,1.17,0.18,0.66,1.7,0.01,0.16,Pol2_S9,0,Pol2,
16600,0.54,0.09,1.15,0.06,0.68,1.53,0.0,0.3,Pol2_S9,0,Pol2,
16601,0.58,0.09,1.12,0.0,0.83,1.45,0.0,0.38,Pol2_S9,0,Pol2,
16602,0.67,0.05,1.23,0.01,0.8,1.36,0.0,0.34,Pol2_S9,0,Pol2,
16603,0.67,0.0,1.26,0.01,0.71,1.2,0.0,0.26,Pol2_S9,0,Pol2,
16604,0.73,0.0,1.35,0.05,0.58,1.04,0.0,0.25,Pol2_S9,0,Pol2,
16605,0.59,0.0,1.23,0.05,0.53,0.85,0.0,0.19,Pol2_S9,0,Pol2,
16606,0.53,0.0,1.14,0.07,0.48,0.67,0.0,0.2,Pol2_S9,0,Pol2,
16607,0.49,0.0,1.02,0.02,0.44,0.65,0.0,0.12,Pol2_S9,0,Pol2,
16608,0.44,0.0,0.95,0.02,0.39,0.54,0.0,0.17,Pol2_S9,0,Pol2,
16609,0.48,0.0,0.78,0.0,0.25,0.42,0.0,0.15,Pol2_S9,0,Pol2,
16610,0.52,0.0,0.56,0.0,0.12,0.22,0.0,0.11,Pol2_S9,0,Pol2,
16611,0.42,0.0,0.59,0.0,0.17,0.62,0.0,0.17,Pol2_S9,0,Pol2,
16612,0.23,0.0,0.78,0.0,0.29,1.07,0.0,0.27,Pol2_S9,0,Pol2,
16613,0.0,0.0,1.04,0.0,0.65,1.74,0.0,0.49,Pol2_S9,0,Pol2,
16614,0.0,0.0,0.89,0.0,1.05,2.15,0.0,0.68,Pol2_S9,0,Pol2,
16615,0.0,0.0,0.73,0.0,1.56,2.6,0.0,0.88,Pol2_S9,0,Pol2,
16616,0.0,0.0,0.54,0.0,1.77,2.89,0.0,0.86,Pol2_S9,0,Pol2,
16617,0.0,0.0,0.51,0.0,1.69,3.02,0.0,0.69,Pol2_S9,0,Pol2,
16618,0.0,0.0,0.4,0.0,1.52,3.14,0.0,0.51,Pol2_S9,0,Pol2,
16619,0.0,0.0,0.27,0.0,1.2,3.0,0.0,0.4,Pol2_S9,0,Pol2,
16620,0.0,0.0,0.18,0.0,0.87,2.77,0.0,0.26,Pol2_S9,0,Pol2,
16621,0.0,0.0,0.14,0.0,0.55,2.53,0.0,0.11,Pol2_S9,0,Pol2,
16622,0.0,0.0,0.21,0.0,0.56,2.66,0.0,0.02,Pol2_S9,0,Pol2,
16623,0.0,0.19,0.5,0.0,0.73,2.95,0.0,0.0,Pol2_S9,0,Pol2,
16624,0.0,0.31,0.84,0.0,0.84,3.45,0.0,0.0,Pol2_S9,0,Pol2,
16625,0.0,0.31,0.97,0.0,0.78,3.71,0.0,0.0,Pol2_S9,0,Pol2,
16626,0.0,0.13,0.99,0.0,0.62,3.73,0.0,0.0,Pol2_S9,0,Pol2,
16627,0.0,0.0,0.98,0.0,0.42,3.53,0.0,0.0,Pol2_S9,0,Pol2,
16628,0.0,0.0,1.13,0.0,0.22,2.96,0.07,0.0,Pol2_S9,0,Pol2,
16629,0.02,0.0,0.91,0.0,0.06,2.38,0.16,0.0,Pol2_S9,0,Pol2,
16630,0.11,0.0,0.66,0.0,0.0,1.79,0.17,0.0,Pol2_S9,0,Pol2,
16631,0.36,0.11,0.44,0.0,0.0,1.58,0.1,0.0,Pol2_S9,0,Pol2,
16632,0.79,0.23,0.42,0.0,0.0,1.33,0.01,0.0,Pol2_S9,0,Pol2,
16633,1.05,0.24,0.51,0.0,0.06,0.89,0.0,0.18,Pol2_S9,0,Pol2,
16634,1.07,0.18,0.53,0.0,0.16,0.42,0.11,0.21,Pol2_S9,0,Pol2,
16635,0.88,0.12,0.68,0.0,0.26,0.07,0.25,0.23,Pol2_S9,0,Pol2,
16636,0.87,0.12,0.62,0.0,0.28,0.0,0.33,0.05,Pol2_S9,0,Pol2,
16637,0.84,0.08,0.68,0.0,0.2,0.0,0.28,0.02,Pol2_S9,0,Pol2,
16638,0.74,0.08,0.65,0.0,0.17,0.0,0.18,0.0,Pol2_S9,0,Pol2,
16639,0.51,0.2,0.88,0.0,0.15,0.0,0.1,0.0,Pol2_S9,0,Pol2,
16640,0.38,0.3,0.92,0.07,0.14,0.0,0.04,0.0,Pol2_S9,0,Pol2,
16641,0.37,0.41,1.01,0.07,0.1,0.0,0.01,0.0,Pol2_S9,0,Pol2,
16642,0.44,0.5,0.97,0.07,0.06,0.0,0.0,0.0,Pol2_S9,0,Pol2,
16643,0.59,0.52,1.06,0.05,0.14,0.0,0.0,0.0,Pol2_S9,0,Pol2,
16644,0.89,0.6,1.16,0.05,0.29,0.0,0.0,0.0,Pol2_S9,0,Pol2,
16645,1.25,0.39,1.19,0.17,0.42,0.0,0.0,0.0,Pol2_S9,0,Pol2,
16646,1.54,0.41,1.25,0.14,0.48,0.0,0.0,0.0,Pol2_S9,0,Pol2,
16647,1.52,0.25,1.05,0.32,0.38,0.03,0.01,0.0,Pol2_S9,0,Pol2,
16648,1.33,0.32,0.89,0.41,0.34,0.03,0.01,0.0,Pol2_S9,0,Pol2,
16649,0.8,0.18,0.45,0.45,0.21,0.16,0.09,0.0,Pol2_S9,0,Pol2,
16650,0.37,0.07,0.24,0.27,0.14,0.3,0.1,0.0,Pol2_S9,0,Pol2,
16653,0.05,0.0,0.19,0.0,0.56,2.43,0.06,0.44,Pol2_S9,0,Pol2,
16654,0.0,0.0,0.19,0.0,0.9,2.68,0.0,0.66,Pol2_S9,0,Pol2,
16655,0.0,0.0,0.33,0.0,1.13,2.8,0.01,0.71,Pol2_S9,0,Pol2,
16656,0.0,0.0,0.4,0.0,1.28,2.99,0.07,0.66,Pol2_S9,0,Pol2,
16657,0.0,0.0,0.52,0.0,1.39,2.94,0.07,0.47,Pol2_S9,0,Pol2,
16658,0.0,0.0,0.83,0.0,1.22,2.79,0.06,0.18,Pol2_S9,0,Pol2,
16659,0.0,0.0,1.19,0.0,1.09,2.5,0.0,0.04,Pol2_S9,0,Pol2,
16660,0.0,0.0,1.45,0.0,0.91,2.27,0.0,0.0,Pol2_S9,0,Pol2,
16661,0.0,0.0,1.49,0.0,0.82,2.06,0.0,0.0,Pol2_S9,0,Pol2,
16662,0.0,0.0,1.39,0.0,0.74,2.09,0.13,0.0,Pol2_S9,0,Pol2,
16663,0.0,0.0,1.29,0.0,0.73,2.19,0.19,0.09,Pol2_S9,0,Pol2,
16664,0.0,0.0,1.17,0.0,0.78,2.29,0.19,0.15,Pol2_S9,0,Pol2,
16665,0.0,0.0,1.2,0.0,0.65,2.04,0.07,0.19,Pol2_S9,0,Pol2,
16666,0.0,0.0,1.26,0.07,0.5,1.78,0.0,0.15,Pol2_S9,0,Pol2,
16667,0.0,0.0,1.34,0.21,0.37,1.71,0.0,0.11,Pol2_S9,0,Pol2,
16668,0.0,0.0,1.62,0.0,1.56,3.11,0.0,0.2,Pol2_S90,0,Pol2,
16669,0.0,0.0,1.17,0.0,1.87,3.08,0.0,0.96,Pol2_S90,0,Pol2,
16670,0.0,0.0,0.99,0.0,2.02,3.04,0.0,1.42,Pol2_S90,0,Pol2,
16671,0.0,0.0,0.98,0.0,2.01,2.95,0.0,1.63,Pol2_S90,0,Pol2,
16672,0.0,0.0,1.09,0.0,2.01,2.72,0.0,1.73,Pol2_S90,0,Pol2,
16673,0.0,0.0,1.07,0.0,2.02,2.43,0.02,1.82,Pol2_S90,0,Pol2,
16674,0.0,0.0,1.06,0.0,2.06,2.21,0.04,1.87,Pol2_S90,0,Pol2,
16675,0.04,0.0,1.11,0.0,2.07,2.11,0.09,1.83,Pol2_S90,0,Pol2,
16676,0.08,0.0,1.13,0.0,1.97,1.77,0.07,1.74,Pol2_S90,0,Pol2,
16677,0.24,0.0,1.06,0.0,1.84,1.41,0.05,1.64,Pol2_S90,0,Pol2,
16678,0.31,0.0,0.93,0.0,1.73,0.84,0.0,1.5,Pol2_S90,0,Pol2,
16679,0.34,0.0,0.84,0.0,1.72,0.69,0.0,1.46,Pol2_S90,0,Pol2,
16680,0.25,0.0,0.88,0.0,1.73,0.52,0.0,1.42,Pol2_S90,0,Pol2,
16681,0.19,0.0,0.88,0.0,1.72,0.65,0.0,1.36,Pol2_S90,0,Pol2,
16682,0.14,0.0,0.9,0.0,1.72,0.72,0.22,1.14,Pol2_S90,0,Pol2,
16683,0.08,0.0,0.99,0.0,1.74,0.56,0.49,0.77,Pol2_S90,0,Pol2,
16684,0.03,0.0,1.06,0.0,1.77,0.28,0.53,0.46,Pol2_S90,0,Pol2,
16685,0.0,0.0,1.12,0.0,1.69,0.12,0.48,0.29,Pol2_S90,0,Pol2,
16686,0.0,0.0,1.16,0.0,1.63,0.21,0.3,0.33,Pol2_S90,0,Pol2,
16687,0.0,0.0,1.06,0.0,1.62,0.21,0.25,0.44,Pol2_S90,0,Pol2,
16688,0.0,0.0,0.99,0.0,1.6,0.08,0.08,0.6,Pol2_S90,0,Pol2,
16689,0.03,0.0,0.67,0.0,1.56,0.13,0.0,0.77,Pol2_S90,0,Pol2,
16690,0.03,0.0,0.76,0.0,1.47,0.4,0.0,1.03,Pol2_S90,0,Pol2,
16691,0.03,0.0,0.49,0.0,1.33,0.77,0.0,1.35,Pol2_S90,0,Pol2,
16692,0.0,0.0,0.37,0.0,1.26,1.22,0.0,1.64,Pol2_S90,0,Pol2,
16693,0.0,0.0,0.0,0.0,1.11,1.38,0.0,1.73,Pol2_S90,0,Pol2,
16694,0.0,0.0,0.16,0.0,1.6,1.91,0.0,1.98,Pol2_S90,0,Pol2,
16695,0.0,0.0,0.28,0.0,1.97,2.21,0.0,1.99,Pol2_S90,0,Pol2,
16696,0.0,0.0,0.37,0.0,2.39,2.6,0.0,1.97,Pol2_S90,0,Pol2,
16697,0.0,0.0,0.26,0.0,2.39,2.63,0.08,1.65,Pol2_S90,0,Pol2,
16698,0.0,0.0,0.21,0.0,2.44,2.69,0.19,1.54,Pol2_S90,0,Pol2,
16699,0.0,0.0,0.21,0.0,2.46,3.1,0.27,1.49,Pol2_S90,0,Pol2,
16700,0.0,0.0,0.18,0.0,2.32,3.41,0.24,1.39,Pol2_S90,0,Pol2,
16701,0.0,0.0,0.15,0.0,2.11,3.69,0.13,1.18,Pol2_S90,0,Pol2,
16702,0.0,0.0,0.15,0.0,1.86,3.51,0.06,0.96,Pol2_S90,0,Pol2,
16703,0.0,0.0,0.27,0.0,1.71,3.41,0.02,0.81,Pol2_S90,0,Pol2,
16704,0.0,0.0,0.36,0.0,1.65,3.33,0.02,0.75,Pol2_S90,0,Pol2,
16705,0.0,0.0,0.37,0.0,1.67,3.36,0.12,0.78,Pol2_S90,0,Pol2,
16706,0.0,0.0,0.34,0.0,1.71,3.25,0.11,0.78,Pol2_S90,0,Pol2,
16707,0.0,0.0,0.25,0.0,1.76,3.08,0.11,0.75,Pol2_S90,0,Pol2,
16708,0.0,0.0,0.15,0.0,1.8,3.07,0.05,0.69,Pol2_S90,0,Pol2,
16709,0.0,0.0,0.08,0.0,1.84,3.13,0.14,0.65,Pol2_S90,0,Pol2,
16710,0.0,0.0,0.09,0.0,1.83,3.21,0.2,0.65,Pol2_S90,0,Pol2,
16711,0.0,0.0,0.18,0.0,1.72,3.26,0.21,0.6,Pol2_S90,0,Pol2,
16712,0.0,0.0,0.25,0.0,1.64,3.19,0.12,0.58,Pol2_S90,0,Pol2,
16713,0.0,0.0,0.4,0.0,1.63,3.07,0.06,0.61,Pol2_S90,0,Pol2,
16714,0.0,0.0,0.44,0.0,1.67,2.63,0.03,0.71,Pol2_S90,0,Pol2,
16715,0.0,0.0,0.39,0.0,1.68,2.22,0.03,0.79,Pol2_S90,0,Pol2,
16716,0.0,0.0,0.23,0.0,1.65,1.92,0.03,0.82,Pol2_S90,0,Pol2,
16717,0.0,0.0,0.26,0.0,1.61,1.92,0.1,0.79,Pol2_S90,0,Pol2,
16718,0.0,0.0,0.3,0.0,1.54,2.12,0.17,0.75,Pol2_S90,0,Pol2,
16719,0.0,0.0,0.42,0.0,1.42,2.2,0.17,0.71,Pol2_S90,0,Pol2,
16720,0.0,0.0,0.41,0.0,1.32,2.17,0.08,0.69,Pol2_S90,0,Pol2,
16721,0.05,0.0,0.43,0.0,1.19,2.11,0.0,0.67,Pol2_S90,0,Pol2,
16722,0.11,0.0,0.38,0.0,1.06,2.14,0.0,0.63,Pol2_S90,0,Pol2,
16723,0.11,0.0,0.31,0.0,0.98,2.08,0.02,0.64,Pol2_S90,0,Pol2,
16724,0.06,0.0,0.32,0.0,0.98,2.05,0.04,0.55,Pol2_S90,0,Pol2,
16725,0.02,0.0,0.3,0.0,0.97,2.01,0.04,0.54,Pol2_S90,0,Pol2,
16726,0.2,0.0,0.41,0.0,0.88,2.12,0.01,0.34,Pol2_S90,0,Pol2,
16727,0.42,0.0,0.45,0.02,0.86,2.17,0.0,0.21,Pol2_S90,0,Pol2,
16728,0.67,0.01,0.57,0.1,0.86,2.29,0.0,0.04,Pol2_S90,0,Pol2,
16729,0.71,0.01,0.63,0.17,0.92,2.37,0.0,0.0,Pol2_S90,0,Pol2,
16730,0.75,0.01,0.66,0.16,0.87,2.18,0.09,0.0,Pol2_S90,0,Pol2,
16731,0.69,0.0,0.68,0.23,0.8,2.1,0.18,0.0,Pol2_S90,0,Pol2,
16732,0.74,0.0,0.73,0.35,0.71,1.85,0.21,0.0,Pol2_S90,0,Pol2,
16733,0.73,0.0,0.81,0.41,0.68,1.81,0.17,0.0,Pol2_S90,0,Pol2,
16734,0.78,0.0,0.85,0.37,0.68,1.64,0.14,0.0,Pol2_S90,0,Pol2,
16735,0.72,0.0,0.83,0.23,0.76,1.73,0.18,0.0,Pol2_S90,0,Pol2,
16736,0.66,0.0,0.79,0.24,0.77,1.73,0.21,0.0,Pol2_S90,0,Pol2,
16737,0.6,0.0,0.72,0.16,0.79,1.82,0.17,0.0,Pol2_S90,0,Pol2,
16738,0.57,0.0,0.66,0.19,0.81,1.79,0.12,0.0,Pol2_S90,0,Pol2,
16739,0.63,0.0,0.6,0.11,0.87,1.8,0.04,0.06,Pol2_S90,0,Pol2,
16740,0.69,0.0,0.56,0.12,0.91,1.68,0.02,0.11,Pol2_S90,0,Pol2,
16741,0.76,0.05,0.47,0.11,0.94,1.82,0.0,0.21,Pol2_S90,0,Pol2,
16742,0.74,0.21,0.47,0.11,1.1,1.82,0.0,0.37,Pol2_S90,0,Pol2,
16743,0.87,0.61,0.37,0.07,1.19,1.96,0.0,0.54,Pol2_S90,0,Pol2,
16744,0.87,0.83,0.32,0.08,1.23,1.81,0.0,0.59,Pol2_S90,0,Pol2,
16745,0.87,0.82,0.33,0.08,0.9,1.61,0.0,0.39,Pol2_S90,0,Pol2,
